@runq_delay_us: 
[2, 4)               400 |@@@@@@                                              |
[64, 128)             15 |@                                                   |
[128, 256)            17 |@                                                   |
[256, 512)             9 |                                                    |
[512, 1K)             15 |@                                                   |
[1K, 2K)               6 |                                                    |
[2K, 4K)               3 |                                                    |
[4K, 8K)               3 |                                                    |
[8K, 16K)              2 |                                                    |
[16K, 32K)             2 |                                                    |

@per_proc[kworker/3:2]: 
[2, 4)                12 |                                                    |
[4, 8)               324 |@@@@@@@@@@@@@@@@@@@@@@@@@@                          |
[8, 16)              470 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@              |
[16, 32)             641 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[32, 64)             125 |@@@@@@@@@@                                          |
[64, 128)             24 |@                                                   |
[128, 256)            11 |                                                    |
[256, 512)             5 |                                                    |
[512, 1K)              4 |                                                    |
[1K, 2K)               1 |                                                    |
[2K, 4K)               3 |                                                    |
[4K, 8K)               6 |                                                    |
[8K, 16K)              3 |                                                    |
[16K, 32K)             1 |                                                    |
[32K, 64K)             2 |                                                    |
[64K, 128K)            1 |                                                    |
[128K, 256K)           3 |                                                    |

@per_proc[kworker/5:1H]: 
[2, 4)               652 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@                 |
[4, 8)               942 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[8, 16)               78 |@@@@                                                |
[16, 32)              40 |@@                                                  |
[32, 64)               1 |                                                    |
[64, 128)              1 |                                                    |

@per_proc[txg_sync]: 
[1]                   25 |@                                                   |
[2, 4)               838 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[4, 8)               499 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@                      |
[8, 16)              190 |@@@@@@@@@@@                                         |
[16, 32)              93 |@@@@@                                               |
[32, 64)              44 |@@                                                  |
[64, 128)             23 |@                                                   |
[128, 256)            12 |                                                    |
[256, 512)            16 |                                                    |
[512, 1K)              9 |                                                    |
[1K, 2K)               2 |                                                    |
[2K, 4K)               1 |                                                    |
[4K, 8K)               1 |                                                    |
[8K, 16K)              1 |                                                    |

@per_proc[all-in-one-linu]: 
[2, 4)               150 |@@@@@@@@@@                                          |
[4, 8)               765 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[8, 16)              554 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@               |
[16, 32)             198 |@@@@@@@@@@@@@                                       |
[32, 64)              48 |@@@                                                 |
[64, 128)             22 |@                                                   |
[128, 256)            18 |@                                                   |
[256, 512)             9 |                                                    |
[512, 1K)             11 |                                                    |
[1K, 2K)               6 |                                                    |
